team,label
"[('Damone Brown', 'player_height', 'nan', 'nan'), ('Clifford Robinson', 'age', 'pts', 'usg_pct'), (""Shaquille O'Neal"", 'reb', 'pts', 'player_weight'), ('Andrei Kirilenko', 'gp', 'net_rating', 'ts_pct'), ('Chris Whitney', 'ast', 'gp', 'ast_pct')]",0
"[('John Wallace', 'usg_pct', 'age', 'player_height'), ('Calbert Cheaney', 'net_rating', 'age', 'nan'), ('Kenyon Martin', 'reb', 'dreb_pct', 'pts'), ('Nick Van Exel', 'ast', 'ast_pct', 'age'), ('Raef LaFrentz', 'reb', 'dreb_pct', 'ts_pct')]",1
"[('Al Harrington', 'reb', 'player_weight', 'pts'), ('Chris Mihm', 'oreb_pct', 'player_weight', 'player_height'), ('Gary Grant', 'ts_pct', 'age', 'net_rating'), ('Al Harrington', 'player_weight', 'gp', 'reb'), ('Baron Davis', 'ast', 'ast_pct', 'gp')]",0
"[('Joseph Forte', 'ast_pct', 'usg_pct', 'dreb_pct'), ('DeSagana Diop', 'player_weight', 'player_height', 'oreb_pct'), ('Matt Harpring', 'pts', 'ts_pct', 'reb'), ('Tyson Chandler', 'dreb_pct', 'reb', 'player_height'), ('Matt Geiger', 'age', 'oreb_pct', 'player_weight')]",1
"[('Stephen Jackson', 'gp', 'usg_pct', 'player_height'), ('James Posey', 'gp', 'reb', 'pts'), ('Rusty LaRue', 'dreb_pct', 'age', 'ts_pct'), ('Wesley Person', 'age', 'ts_pct', 'dreb_pct'), ('Michael Olowokandi', 'reb', 'dreb_pct', 'player_weight')]",1
"[('Vinny Del Negro', 'ast_pct', 'usg_pct', 'age'), ('Eldridge Recasner', 'age', 'ast_pct', 'net_rating'), ('Sam Mitchell', 'age', 'gp', 'nan'), ('Quincy Lewis', 'nan', 'nan', 'nan'), ('Erick Dampier', 'player_weight', 'oreb_pct', 'player_height')]",0
"[('Ruben Patterson', 'ts_pct', 'pts', 'gp'), ('Harold Jamison', 'oreb_pct', 'player_weight', 'ts_pct'), ('Ervin Johnson', 'age', 'oreb_pct', 'player_height'), ('Jake Tsakalidis', 'player_weight', 'player_height', 'oreb_pct'), ('Keith Van Horn', 'pts', 'reb', 'usg_pct')]",1
"[('Dan Gadzuric', 'oreb_pct', 'dreb_pct', 'player_height'), ('Theo Ratliff', 'age', 'player_height', 'reb'), ('Steven Smith', 'ts_pct', 'gp', 'age'), ('Larry Hughes', 'pts', 'ast', 'gp'), ('Wesley Person', 'pts', 'ts_pct', 'gp')]",1
"[('DeShawn Stevenson', 'gp', 'ast_pct', 'nan'), ('Austin Croshere', 'dreb_pct', 'gp', 'player_height'), ('Dan Dickau', 'ast_pct', 'usg_pct', 'ts_pct'), ('Shawn Marion', 'reb', 'pts', 'gp'), ('Kenny Thomas', 'reb', 'dreb_pct', 'oreb_pct')]",1
"[('Scottie Pippen', 'ast', 'age', 'ast_pct'), ('Rodney Buford', 'usg_pct', 'nan', 'nan'), ('Chris Whitney', 'age', 'ast_pct', 'ts_pct'), ('Reggie Miller', 'age', 'net_rating', 'ts_pct'), ('Lucious Harris', 'age', 'gp', 'net_rating')]",0
"[('Carlos Rogers', 'ts_pct', 'oreb_pct', 'player_height'), ('Voshon Lenard', 'age', 'usg_pct', 'pts'), ('Samaki Walker', 'player_weight', 'player_height', 'age'), ('Marc Jackson', 'player_weight', 'reb', 'dreb_pct'), ('Joe Johnson', 'pts', 'net_rating', 'gp')]",1
"[('Wang Zhi-zhi', 'player_weight', 'player_height', 'usg_pct'), ('Tony Battie', 'reb', 'player_height', 'ts_pct'), ('Doug Christie', 'age', 'ast', 'ast_pct'), ('Antawn Jamison', 'pts', 'reb', 'gp'), ('Stephon Marbury', 'ast', 'pts', 'ast_pct')]",1
"[('Mike Miller', 'gp', 'pts', 'ts_pct'), ('Michael Stewart', 'oreb_pct', 'player_height', 'dreb_pct'), ('Raja Bell', 'gp', 'net_rating', 'ts_pct'), ('Eddie Jones', 'pts', 'usg_pct', 'ts_pct'), ('Kareem Rush', 'gp', 'nan', 'nan')]",0
"[('Brevin Knight', 'ast_pct', 'ast', 'age'), ('Travis Best', 'ast', 'ast_pct', 'gp'), ('Dan Majerle', 'age', 'net_rating', 'nan'), ('Marcus Fizer', 'player_weight', 'usg_pct', 'dreb_pct'), ('Tierre Brown', 'ast_pct', 'usg_pct', 'net_rating')]",1
"[('Kwame Brown', 'player_height', 'gp', 'dreb_pct'), ('Adrian Griffin', 'net_rating', 'ts_pct', 'gp'), ('Steve Nash', 'ast', 'ast_pct', 'pts'), ('Steven Hunter', 'player_height', 'ts_pct', 'oreb_pct'), ('Jim Jackson', 'age', 'net_rating', 'gp')]",1
"[('LaPhonso Ellis', 'age', 'player_weight', 'gp'), ('Milt Palacio', 'ast_pct', 'ast', 'gp'), ('Lari Ketner', 'player_weight', 'ast_pct', 'player_height'), ('Jamal Mashburn', 'pts', 'ast', 'usg_pct'), ('Jay Williams', 'ast_pct', 'ast', 'gp')]",1
"[('Vinny Del Negro', 'ast_pct', 'usg_pct', 'age'), ('Calvin Booth', 'player_height', 'dreb_pct', 'gp'), ('Marquis Daniels', 'net_rating', 'usg_pct', 'gp'), ('Jiri Welsch', 'ast_pct', 'net_rating', 'usg_pct'), ('Joe Smith', 'reb', 'oreb_pct', 'dreb_pct')]",1
"[('Calbert Cheaney', 'age', 'gp', 'ts_pct'), ('Paul Pierce', 'pts', 'usg_pct', 'ast'), ('Lee Nailon', 'usg_pct', 'oreb_pct', 'player_weight'), ('Jahidi White', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Eddie Griffin', 'dreb_pct', 'reb', 'oreb_pct')]",1
"[('Troy Hudson', 'ast_pct', 'gp', 'usg_pct'), ('Aaron McKie', 'ast', 'ast_pct', 'pts'), ('Anfernee Hardaway', 'ast', 'gp', 'ast_pct'), ('Steven Smith', 'age', 'gp', 'ts_pct'), ('Corey Maggette', 'pts', 'usg_pct', 'ts_pct')]",1
"[('Beno Udrih', 'ast_pct', 'net_rating', 'gp'), ('Awvee Storey', 'oreb_pct', 'usg_pct', 'age'), ('Lawrence Funderburke', 'age', 'oreb_pct', 'player_height'), ('Jonathan Bender', 'usg_pct', 'player_height', 'ts_pct'), ('Mario Elie', 'age', 'ts_pct', 'gp')]",1
"[('DerMarr Johnson', 'player_height', 'usg_pct', 'ts_pct'), ('Voshon Lenard', 'gp', 'pts', 'ast'), ('Francisco Elson', 'player_height', 'dreb_pct', 'oreb_pct'), ('Kelvin Cato', 'ts_pct', 'net_rating', 'player_weight'), ('Victor Alexander', 'usg_pct', 'dreb_pct', 'player_weight')]",1
"[('Kerry Kittles', 'pts', 'net_rating', 'ts_pct'), ('Malik Allen', 'player_weight', 'player_height', 'oreb_pct'), ('Dahntay Jones', 'ts_pct', 'net_rating', 'nan'), ('Luc Longley', 'player_height', 'player_weight', 'oreb_pct'), ('Rodney Rogers', 'age', 'player_weight', 'dreb_pct')]",1
"[('David Benoit', 'age', 'ts_pct', 'dreb_pct'), ('Cal Bowdler', 'player_weight', 'player_height', 'oreb_pct'), ('Calvin Booth', 'player_height', 'oreb_pct', 'player_weight'), ('Doug Overton', 'age', 'ast_pct', 'ast'), ('Dee Brown', 'age', 'ts_pct', 'ast_pct')]",1
"[('Jelani McCoy', 'oreb_pct', 'player_height', 'player_weight'), ('Brandon Armstrong', 'usg_pct', 'nan', 'nan'), ('Trenton Hassell', 'gp', 'ast', 'nan'), ('Ryan Bowen', 'oreb_pct', 'player_height', 'net_rating'), ('Tracy Murray', 'usg_pct', 'age', 'player_weight')]",0
"[('Bo Outlaw', 'age', 'dreb_pct', 'oreb_pct'), ('Trenton Hassell', 'gp', 'ast', 'nan'), ('Wally Szczerbiak', 'gp', 'pts', 'ts_pct'), ('Mehmet Okur', 'reb', 'dreb_pct', 'gp'), (""Shaquille O'Neal"", 'player_weight', 'pts', 'reb')]",1
"[('Bruce Bowen', 'net_rating', 'gp', 'age'), ('Antonio McDyess', 'reb', 'pts', 'dreb_pct'), ('Jason Kidd', 'ast', 'ast_pct', 'reb'), ('Juaquin Hawkins', 'net_rating', 'age', 'gp'), ('Bruce Bowen', 'age', 'net_rating', 'gp')]",0
"[('Marko Jaric', 'ast_pct', 'ast', 'gp'), ('Vladimir Stepania', 'oreb_pct', 'dreb_pct', 'player_height'), ('Calbert Cheaney', 'gp', 'age', 'net_rating'), ('Norman Richardson', 'usg_pct', 'ts_pct', 'nan'), ('Frank Williams', 'ast_pct', 'nan', 'nan')]",0
"[('Rodney Rogers', 'gp', 'player_weight', 'usg_pct'), ('John Wallace', 'usg_pct', 'player_height', 'player_weight'), ('Cherokee Parks', 'player_height', 'player_weight', 'age'), ('James Posey', 'reb', 'gp', 'dreb_pct'), ('LaPhonso Ellis', 'age', 'player_weight', 'gp')]",0
"[('Calbert Cheaney', 'age', 'gp', 'net_rating'), ('Rick Fox', 'gp', 'net_rating', 'ast'), ('Melvin Ely', 'player_weight', 'oreb_pct', 'player_height'), ('Kirk Hinrich', 'ast', 'ast_pct', 'pts'), ('Shammond Williams', 'ast_pct', 'age', 'ast')]",1
"[('Bryce Drew', 'ast', 'ast_pct', 'nan'), ('Bernard Robinson', 'ast_pct', 'ts_pct', 'nan'), ('Jiri Welsch', 'gp', 'ts_pct', 'ast'), ('David Robinson', 'age', 'reb', 'player_height'), ('Stephen Jackson', 'pts', 'usg_pct', 'net_rating')]",1
"[('Cal Bowdler', 'player_weight', 'player_height', 'oreb_pct'), ('Steven Smith', 'age', 'ts_pct', 'ast_pct'), ('Eddie Jones', 'pts', 'gp', 'age'), ('Troy Hudson', 'usg_pct', 'gp', 'ast_pct'), ('Steve Nash', 'ast', 'ast_pct', 'pts')]",1
"[('Jahidi White', 'player_weight', 'dreb_pct', 'oreb_pct'), ('Malik Rose', 'oreb_pct', 'dreb_pct', 'net_rating'), ('Slava Medvedenko', 'player_weight', 'player_height', 'oreb_pct'), ('Earl Watson', 'ast_pct', 'gp', 'ast'), ('Mitchell Butler', 'age', 'oreb_pct', 'ts_pct')]",0
"[('Alan Henderson', 'oreb_pct', 'age', 'gp'), ('Elliot Perry', 'ast_pct', 'age', 'ast'), ('Bo Outlaw', 'age', 'dreb_pct', 'oreb_pct'), ('Tyrone Hill', 'reb', 'dreb_pct', 'age'), ('Jeff McInnis', 'ast', 'ast_pct', 'pts')]",0
"[('Brian Skinner', 'player_weight', 'oreb_pct', 'dreb_pct'), ('Corliss Williamson', 'usg_pct', 'gp', 'net_rating'), ('Ruben Boumtje-Boumtje', 'player_height', 'player_weight', 'nan'), ('Michael Stewart', 'oreb_pct', 'player_height', 'dreb_pct'), ('Amal McCaskill', 'dreb_pct', 'oreb_pct', 'player_height')]",1
"[('George Lynch', 'age', 'gp', 'player_weight'), ('Eric Williams', 'net_rating', 'gp', 'age'), ('Malik Rose', 'oreb_pct', 'gp', 'player_weight'), ('P.J. Brown', 'reb', 'dreb_pct', 'oreb_pct'), ('Rick Brunson', 'ast_pct', 'age', 'ts_pct')]",1
"[('Dion Glover', 'gp', 'net_rating', 'usg_pct'), ('Jake Tsakalidis', 'player_weight', 'player_height', 'oreb_pct'), ('Shawn Kemp', 'player_weight', 'dreb_pct', 'usg_pct'), ('Mike Dunleavy', 'reb', 'gp', 'pts'), ('Michael Ruffin', 'oreb_pct', 'gp', 'player_weight')]",1
"[('Robert Horry', 'net_rating', 'gp', 'reb'), ('Troy Murphy', 'reb', 'dreb_pct', 'pts'), ('Ira Newble', 'gp', 'ts_pct', 'age'), ('Tamar Slay', 'usg_pct', 'dreb_pct', 'oreb_pct'), ('Cory Alexander', 'ast_pct', 'age', 'ast')]",1
"[('Desmond Ferguson', 'net_rating', 'usg_pct', 'ts_pct'), ('Jud Buechler', 'age', 'gp', 'dreb_pct'), ('Jason Williams', 'ast', 'ast_pct', 'gp'), ('Pape Sow', 'dreb_pct', 'player_weight', 'player_height'), ('Sean Rooks', 'player_weight', 'age', 'player_height')]",1
"[('Marc Jackson', 'player_weight', 'oreb_pct', 'gp'), ('Scottie Pippen', 'age', 'ast', 'net_rating'), ('David Wesley', 'age', 'pts', 'usg_pct'), ('Reggie Miller', 'age', 'net_rating', 'ts_pct'), ('Tim Thomas', 'pts', 'usg_pct', 'player_height')]",1
"[('Fred Hoiberg', 'ts_pct', 'gp', 'age'), ('Jamison Brewer', 'ast_pct', 'net_rating', 'dreb_pct'), ('Eddie Griffin', 'reb', 'player_height', 'gp'), ('Rashard Lewis', 'reb', 'pts', 'ts_pct'), ('Obinna Ekezie', 'oreb_pct', 'player_weight', 'dreb_pct')]",1
"[('Kelvin Cato', 'player_weight', 'dreb_pct', 'reb'), ('Antonio Harvey', 'player_height', 'age', 'player_weight'), ('Mickael Pietrus', 'usg_pct', 'ts_pct', 'gp'), ('Ira Newble', 'gp', 'ts_pct', 'age'), ('Leandro Barbosa', 'ts_pct', 'gp', 'ast_pct')]",1
"[('Zendon Hamilton', 'oreb_pct', 'dreb_pct', 'player_weight'), ('Al Harrington', 'gp', 'reb', 'player_weight'), ('Clifford Robinson', 'age', 'pts', 'gp'), ('Theo Ratliff', 'reb', 'gp', 'dreb_pct'), ('Otis Thorpe', 'age', 'player_weight', 'oreb_pct')]",1
"[('Predrag Drobnjak', 'player_weight', 'gp', 'player_height'), ('Glenn Robinson', 'pts', 'usg_pct', 'reb'), ('Eric Piatkowski', 'ts_pct', 'age', 'pts'), ('Rick Fox', 'age', 'net_rating', 'ast'), ('Jamal Sampson', 'oreb_pct', 'dreb_pct', 'player_height')]",1
"[('Cal Bowdler', 'player_height', 'oreb_pct', 'player_weight'), ('Raja Bell', 'gp', 'net_rating', 'ts_pct'), ('Scott Williams', 'age', 'oreb_pct', 'player_weight'), ('Eduardo Najera', 'oreb_pct', 'net_rating', 'player_weight'), ('Anfernee Hardaway', 'ast', 'gp', 'ast_pct')]",1
"[('Glen Rice', 'age', 'net_rating', 'player_height'), ('Jamal Sampson', 'dreb_pct', 'oreb_pct', 'player_height'), ('William Avery', 'ast_pct', 'usg_pct', 'net_rating'), ('Amal McCaskill', 'oreb_pct', 'player_height', 'usg_pct'), ('Shawn Kemp', 'player_weight', 'dreb_pct', 'usg_pct')]",1
"[('Dan Langhi', 'player_height', 'usg_pct', 'nan'), ('Stephen Jackson', 'pts', 'usg_pct', 'net_rating'), ('Dajuan Wagner', 'usg_pct', 'ast_pct', 'nan'), ('Vin Baker', 'player_height', 'age', 'oreb_pct'), ('Jerome Moiso', 'dreb_pct', 'oreb_pct', 'player_height')]",1
"[('Quentin Richardson', 'pts', 'net_rating', 'reb'), ('Mike Miller', 'pts', 'usg_pct', 'reb'), ('Alonzo Mourning', 'reb', 'pts', 'player_weight'), ('Joe Smith', 'reb', 'oreb_pct', 'dreb_pct'), ('Vin Baker', 'usg_pct', 'player_height', 'player_weight')]",0
"[('Pat Garrity', 'player_weight', 'player_height', 'nan'), ('Kenny Anderson', 'age', 'ast_pct', 'ast'), ('Richard Jefferson', 'pts', 'ast', 'gp'), ('Antonio Daniels', 'ts_pct', 'gp', 'net_rating'), ('Jake Voskuhl', 'player_height', 'ts_pct', 'player_weight')]",1
"[('Brevin Knight', 'ast', 'ast_pct', 'gp'), ('Bobby Jackson', 'usg_pct', 'age', 'pts'), ('Keon Clark', 'net_rating', 'dreb_pct', 'player_height'), ('Jared Jeffries', 'oreb_pct', 'player_height', 'net_rating'), ('Johnny Newman', 'age', 'ts_pct', 'net_rating')]",1
"[('Lonny Baxter', 'oreb_pct', 'player_weight', 'usg_pct'), ('Ira Bowman', 'ast_pct', 'oreb_pct', 'ast'), ('Jamison Brewer', 'ast_pct', 'net_rating', 'dreb_pct'), ('Eddy Curry', 'player_weight', 'usg_pct', 'pts'), ('Oscar Torres', 'gp', 'ts_pct', 'nan')]",1
"[('Robert Traylor', 'player_weight', 'oreb_pct', 'gp'), ('David Wesley', 'pts', 'ast', 'gp'), ('Jeff Foster', 'oreb_pct', 'reb', 'net_rating'), ('Slava Medvedenko', 'oreb_pct', 'net_rating', 'player_weight'), ('Mark Pope', 'net_rating', 'player_height', 'player_weight')]",1
"[('Donnell Harvey', 'dreb_pct', 'oreb_pct', 'ts_pct'), ('Brent Price', 'usg_pct', 'ast_pct', 'age'), ('Richard Hamilton', 'usg_pct', 'pts', 'gp'), ('Raul Lopez', 'ast_pct', 'ast', 'net_rating'), ('Marcus Fizer', 'player_weight', 'usg_pct', 'dreb_pct')]",1
"[('Tony Parker', 'ast', 'ast_pct', 'gp'), ('Nick Van Exel', 'ast', 'ast_pct', 'pts'), ('Zendon Hamilton', 'dreb_pct', 'usg_pct', 'oreb_pct'), ('Fred Hoiberg', 'gp', 'dreb_pct', 'age'), ('Predrag Savovic', 'usg_pct', 'ast_pct', 'player_weight')]",1
"[('Hedo Turkoglu', 'player_height', 'gp', 'ts_pct'), ('Yao Ming', 'player_weight', 'player_height', 'reb'), ('Juaquin Hawkins', 'net_rating', 'age', 'gp'), ('Nick Van Exel', 'ast', 'ast_pct', 'usg_pct'), ('Marko Jaric', 'ast_pct', 'ast', 'gp')]",1
"[('Dalibor Bagaric', 'player_weight', 'player_height', 'dreb_pct'), ('Joel Przybilla', 'dreb_pct', 'player_height', 'reb'), ('Olumide Oyedeji', 'dreb_pct', 'player_height', 'player_weight'), ('Don Reid', 'oreb_pct', 'player_weight', 'gp'), ('Ronald Dupree', 'oreb_pct', 'dreb_pct', 'nan')]",0
"[('Caron Butler', 'pts', 'gp', 'reb'), ('Donyell Marshall', 'dreb_pct', 'reb', 'ts_pct'), ('Grant Long', 'age', 'player_weight', 'player_height'), ('Derrick Coleman', 'dreb_pct', 'age', 'player_weight'), ('Sam Cassell', 'ast', 'pts', 'ast_pct')]",1
"[('Brian Scalabrine', 'player_weight', 'player_height', 'dreb_pct'), ('Mark Bryant', 'age', 'player_weight', 'oreb_pct'), ('Jerry Stackhouse', 'usg_pct', 'pts', 'net_rating'), ('Gordan Giricek', 'gp', 'pts', 'usg_pct'), ('Jermaine Jackson', 'ts_pct', 'ast_pct', 'age')]",1
"[('Kevin Garnett', 'reb', 'dreb_pct', 'pts'), ('Kobe Bryant', 'pts', 'usg_pct', 'ast'), ('Todd MacCulloch', 'player_height', 'player_weight', 'oreb_pct'), ('Tim Thomas', 'pts', 'usg_pct', 'player_height'), ('Tracy Murray', 'usg_pct', 'age', 'player_weight')]",1
"[('Richard Jefferson', 'pts', 'usg_pct', 'reb'), ('Dan Dickau', 'ast_pct', 'usg_pct', 'ts_pct'), ('Aaron Williams', 'reb', 'gp', 'dreb_pct'), ('Dajuan Wagner', 'usg_pct', 'ast_pct', 'nan'), ('Bob Sura', 'ast', 'ast_pct', 'pts')]",1
"[('Derek Fisher', 'ast', 'ast_pct', 'gp'), ('Brian Skinner', 'player_weight', 'oreb_pct', 'dreb_pct'), ('Kevin Willis', 'age', 'dreb_pct', 'reb'), ('Scottie Pippen', 'age', 'ast', 'net_rating'), ('Rodney White', 'usg_pct', 'net_rating', 'player_weight')]",1
